ID,Reference,Species,Synonym,Family,Growth_form,Life_span,Tissue,Seed_Cat,Leaf_strategy,Leaf_form,PS_type,Dr
2691,Kutschera & Lichtenegger 2002:140 lower,Juglans regia,,Juglandaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.33
2692,Kutschera & Lichtenegger 2002:141,Juglans regia,,Juglandaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,2.6
2693,Kutschera & Lichtenegger 2002:142,Ulmus glabra,,Ulmaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.59
2694,Kutschera & Lichtenegger 2002:143,Ulmus minor,,Ulmaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,3.5
2695,Kutschera & Lichtenegger 2002:144,Ulmus laevis,,Ulmaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.8
2696,Kutschera & Lichtenegger 2002:145,Robinia pseudacacia,,Fabaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,2.05
2697,Kutschera & Lichtenegger 2002:146,Robinia pseudacacia,,Fabaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,3.64
2698,Kutschera & Lichtenegger 2002:147 upper,Laburnum alpinum,,Fabaceae,Tree,P,Woody,Dicot,D,,C3,1.87
2699,Kutschera & Lichtenegger 2002:147 lower,Laburnum alpinum,,Fabaceae,Tree,P,Woody,Dicot,D,,C3,1.07
2700,Kutschera & Lichtenegger 2002:148 left,Laburnum alpinum,,Fabaceae,Tree,P,Woody,Dicot,D,,C3,1.6
2701,Kutschera & Lichtenegger 2002:148 right,Laburnum alpinum,,Fabaceae,Tree,P,Woody,Dicot,D,,C3,0.5373
2702,Kutschera & Lichtenegger 2002:149,Aesculus hippocastanum,,Sapindaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.84
2703,Kutschera & Lichtenegger 2002:150,Acer pseudoplatanus,Aceraceae,Sapindaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.9
2704,Kutschera & Lichtenegger 2002:151 right,Acer pseudoplatanus,Aceraceae,Sapindaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.8
2705,Kutschera & Lichtenegger 2002:151 left,Acer pseudoplatanus,Aceraceae,Sapindaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,0.344
2706,Kutschera & Lichtenegger 2002:152 right,Acer pseudoplatanus,Aceraceae,Sapindaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,0.96
2707,Kutschera & Lichtenegger 2002:152 left,Acer pseudoplatanus,Aceraceae,Sapindaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,0.2989
2708,Kutschera & Lichtenegger 2002:153,Acer platanoides,Aceraceae,Sapindaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,2.85
2709,Kutschera & Lichtenegger 2002:154 right,Acer campestre,Aceraceae,Sapindaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,3.45
2710,Kutschera & Lichtenegger 2002:154 left,Acer campestre,Aceraceae,Sapindaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,0.3546
2711,Kutschera & Lichtenegger 2002:155,Tilia cordata,family: Tiliaceae,Malvaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,2.93
2712,Kutschera & Lichtenegger 2002:156 right,Tilia platyphyllos,family: Tiliaceae,Malvaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.6
2713,Kutschera & Lichtenegger 2002:156 left,Tilia platyphyllos,family: Tiliaceae,Malvaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,0.2945
2714,Kutschera & Lichtenegger 2002:157,Populus alba,,Salicaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,2.5
2715,Kutschera & Lichtenegger 2002:158,Populus x canadensis,,Salicaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,3.45
2716,Kutschera & Lichtenegger 2002:159,Populus nigra,,Salicaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.4
2717,Kutschera & Lichtenegger 2002:160,Populus tremula,,Salicaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,2.6
2718,Kutschera & Lichtenegger 2002:161,Salix alba,,Salicaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,2.9
2719,Kutschera & Lichtenegger 2002:162 upper-left,Salix elaeagnos,,Salicaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,2.3
2720,Kutschera & Lichtenegger 2002:162 upper-right,Salix elaeagnos,,Salicaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,0.12
2721,Kutschera & Lichtenegger 2002:162 lower,Salix elaeagnos,,Salicaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,2
2722,Kutschera & Lichtenegger 2002:163,Salix purpurea,,Salicaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.52
2723,Kutschera & Lichtenegger 2002:164,Salix purpurea,,Salicaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.95
2724,Kutschera & Lichtenegger 2002:165,Salix caprea,,Salicaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,2.4
2725,Kutschera & Lichtenegger 2002:166,Salix caprea,,Salicaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,2.49
2726,Kutschera & Lichtenegger 2002:167 left,Salix cinerea,,Salicaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.4
2727,Kutschera & Lichtenegger 2002:167 right,Salix cinerea,,Salicaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,0.09
2728,Kutschera & Lichtenegger 2002:168 upper,Salix glabra,,Salicaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,0.7
2729,Kutschera & Lichtenegger 2002:168 lower,Salix glabra,,Salicaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,0.85
2730,Kutschera & Lichtenegger 2002:169,Salix glabra,,Salicaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,0.79
2731,Kutschera & Lichtenegger 2002:170,Euonymus europea,,Celastraceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,0.75
2732,Kutschera & Lichtenegger 2002:171 right,Cornus sanguinea,,Cornaceae,Shrub,P,Woody,Dicot,D,,C3,0.9
2733,Kutschera & Lichtenegger 2002:171 left,Cornus sanguinea,,Cornaceae,Shrub,P,Woody,Dicot,D,,C3,0.15
2734,Kutschera & Lichtenegger 2002:172,Ilex aquifolium,,Aquifoliaceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,0.35
2735,Kutschera & Lichtenegger 2002:173,Ilex aquifolium,,Aquifoliaceae,Shrub,P,Woody,Dicot,E,broad-leaf,C3,0.91
2736,Kutschera & Lichtenegger 2002:174,Fraxinus angustifolia,,Oleaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.24
2737,Kutschera & Lichtenegger 2002:175,Fraxinus angustifolia,,Oleaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.7
2738,Kutschera & Lichtenegger 2002:176,Fraxinus excelsior,,Oleaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.56
2739,Kutschera & Lichtenegger 2002:177 upper,Fraxinus excelsior,,Oleaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.12
2740,Kutschera & Lichtenegger 2002:177 lower,Fraxinus excelsior,,Oleaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,0.45
2741,Kutschera & Lichtenegger 2002:178,Fraxinus excelsior,,Oleaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,2
2742,Kutschera & Lichtenegger 2002:179,Fraxinus ornus,,Oleaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,0.81
2743,Kutschera & Lichtenegger 2002:180,Ligustrum vulgare,,Oleaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,1.52
2744,Kutschera & Lichtenegger 2002:181,Ligustrum vulgare,,Oleaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,1.17
2745,Kutschera & Lichtenegger 2002:182,Sambucus nigra,family: Caprifoliaceae,Adoxaceae,Tree,P,Woody,Dicot,D,,C3,3
2746,Kutschera & Lichtenegger 2002:183,Sambucus racemosa,family: Caprifoliaceae,Adoxaceae,Tree,P,Woody,Dicot,D,,C3,1.78
2747,Kutschera & Lichtenegger 2002:184 left,Viburnum lantana,family: Caprifoliaceae,Adoxaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,0.72
2748,Kutschera & Lichtenegger 2002:184 right,Viburnum lantana,family: Caprifoliaceae,Adoxaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,2.13
2749,Kutschera & Lichtenegger 2002:185,Viburnum lantana,family: Caprifoliaceae,Adoxaceae,Tree,P,Woody,Dicot,D,broad-leaf,C3,1.42
2750,Kutschera & Lichtenegger 2002:186 left,Viburnum opulus,family: Caprifoliaceae,Adoxaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,0.65
2751,Kutschera & Lichtenegger 2002:186 right,Viburnum opulus,family: Caprifoliaceae,Adoxaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,0.09
2752,Kutschera & Lichtenegger 2002:187 left,Lonicera xylosteum,,Caprifoliaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,0.88
2753,Kutschera & Lichtenegger 2002:187 right,Lonicera xylosteum,,Caprifoliaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,2.18
2754,Kutschera & Lichtenegger 2002:188 upper,Lonicera xylosteum,,Caprifoliaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,1.6
2755,Kutschera & Lichtenegger 2002:188 lower,Lonicera xylosteum,,Caprifoliaceae,Shrub,P,Woody,Dicot,D,broad-leaf,C3,1.25
2756,Kutschera et al. 2009:1,Allium cepa,"Allium cepa var. cepa ""onion""",Amaryllidaceae,Forb,P,Herbaceous,Monocot,,,C3,0.48
2757,Kutschera et al. 2009:2,Allium sativum,"""garlic""; Allium sativum",Amaryllidaceae,Forb,P,Herbaceous,Monocot,,,C3,0.48
2758,Kutschera et al. 2009:3,Allium sativum,"""garlic""; Allium sativum",Amaryllidaceae,Forb,P,Herbaceous,Monocot,,,C3,0.57
2759,Kutschera et al. 2009:4,Allium ampeloprasum L.,garden leek; Allium porrum,Amaryllidaceae,Forb,P,Herbaceous,Monocot,,,C3,0.59
2760,Kutschera et al. 2009:5,Allium porrum,garden leek; Allium porrum,Amaryllidaceae,Forb,P,Herbaceous,Monocot,,,C3,0.75
2761,Kutschera et al. 2009:6,Allium schoenoprasum L.,Allium schoenoprasum chives,Amaryllidaceae,Forb,P,Herbaceous,Monocot,,,C3,0.6
2762,Kutschera et al. 2009:7,Asparagus officinalis L,,Asparagaceae,Forb,P,Herbaceous,Monocot,,,C3,1.5
2763,Kutschera et al. 2009:8,Zea Mays L.,,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,0.37
2764,Kutschera et al. 2009:9,Zea Mays L.,,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,0.27
2765,Kutschera et al. 2009:10,Zea Mays L.,,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,0.28
2766,Kutschera et al. 2009:11,Zea Mays L.,,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,0.32
2767,Kutschera et al. 2009:12,Zea Mays L.,,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,0.28
2768,Kutschera et al. 2009:13,Zea Mays L.,,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,0.38
2769,Kutschera et al. 2009:14,Zea Mays L.,,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,1.34
2770,Kutschera et al. 2009:15,Zea Mays L.,,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,0.49
2771,Kutschera et al. 2009:16,Zea Mays L.,,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,0.62
2772,Kutschera et al. 2009:17,Zea Mays L.,,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,0.6
2773,Kutschera et al. 2009:18,Zea Mays L.,,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,1.43
2774,Kutschera et al. 2009:19,Zea Mays L.,,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,0.13
2775,Kutschera et al. 2009:20,Zea Mays L.,,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,0.54
2776,Kutschera et al. 2009:21,Zea Mays L.,,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,1.12
2777,Kutschera et al. 2009:22,Zea Mays L.,,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,0.48
2778,Kutschera et al. 2009:23,Zea Mays L.,,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,1.75
2779,Kutschera et al. 2009:24,Zea Mays L.,,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,0.91
2780,Kutschera et al. 2009:25 left,Sorghum bicolor,sorghum sudanese,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,0.74
2781,Kutschera et al. 2009:25 right,Sorghum bicolor,sorghum sudanese,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,
2782,Kutschera et al. 2009:26,Sorghum bicolor,sorghum sudanese,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,1.44
2783,Kutschera et al. 2009:27,Sorghum bicolor,sorghum sudanese,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,1.12
2784,Kutschera et al. 2009:28,Sorghum bicolor,sorghum sudanese,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,1.44
2785,Kutschera et al. 2009:29,Panicum milaceum,,Poaceae,Grass,A,Herbaceous,Monocot,,,C4,0.96
2786,Kutschera et al. 2009:30,Avena sativa,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,0.49
2787,Kutschera et al. 2009:31,Avena sativa,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,0.55
2788,Kutschera et al. 2009:32,Avena sativa,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,0.92
2789,Kutschera et al. 2009:33,Avena sativa,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,0.63
2790,Kutschera et al. 2009:34,Hordeum vulgare,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,1.01
2791,Kutschera et al. 2009:35,Hordeum vulgare,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,0.53
2792,Kutschera et al. 2009:36,Hordeum vulgare,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,0.48
2793,Kutschera et al. 2009:37,Hordeum vulgare,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,0.34
2794,Kutschera et al. 2009:38,Hordeum vulgare,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,0.61
2795,Kutschera et al. 2009:39,Hordeum vulgare,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,1.01
2796,Kutschera et al. 2009:40,Hordeum vulgare,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,1.07
2797,Kutschera et al. 2009:41,Secale cereale,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,0.79
2798,Kutschera et al. 2009:42,Secale cereale,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,0.61
2799,Kutschera et al. 2009:43,Secale cereale,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,1.08
2800,Kutschera et al. 2009:44,Secale cereale,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,0.63
2801,Kutschera et al. 2009:45,Secale cereale,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,0.97
2802,Kutschera et al. 2009:46,Triticum turgidum,,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,0.83
2803,Kutschera et al. 2009:47 (1960),Triticum aestivum,common wheat,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,1.2
2804,Kutschera et al. 2009:48,Triticum aestivum,common wheat,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,0.88
2805,Kutschera et al. 2009:49,Triticum aestivum,common wheat,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,1.53
2806,Kutschera et al. 2009:50,Triticum aestivum,common wheat,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,1.19
2807,Kutschera et al. 2009:51,Triticum aestivum,common wheat,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,0.5
2808,Kutschera et al. 2009:52,Triticum aestivum,common wheat,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,1.12
2809,Kutschera et al. 2009:53,× Triticosecale,wheat rye hybrid,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,1
2810,Kutschera et al. 2009:54,Aegilops cylindrica,jointed goatgrass,Poaceae,Grass,A,Herbaceous,Monocot,,,C3,0.87
2811,Kutschera et al. 2009:55,Papaver Somniferum,ssp. somniferum opium poppy,Papaveraceae,Forb,A,Herbaceous,Dicot,,,C3,0.67
2812,Kutschera et al. 2009:56,Papaver Somniferum,ssp. somniferum opium poppy,Papaveraceae,Forb,A,Herbaceous,Dicot,,,C3,0.86
2813,Kutschera et al. 2009:57,Beta vulgaris,"var. cicla ""chard",Amaranthaceae,Forb,A,Herbaceous,Dicot,,,C3,1.43
2814,Kutschera et al. 2009:58,Beta vulgaris,"var. conditiva ""garden beet""",Amaranthaceae,Forb,A,Herbaceous,Dicot,,,C3,1.33
2815,Kutschera et al. 2009:59,Beta vulgaris,"ssp. maritima ""sea beet""",Amaranthaceae,Forb,A,Herbaceous,Dicot,,,C3,2
2816,Kutschera et al. 2009:60,Beta vulgaris,"ssp. rapacea ""beets""",Amaranthaceae,Forb,A,Herbaceous,Dicot,,,C3,2.26
2817,Kutschera et al. 2009:61,Beta vulgaris,"ssp. vulgaris var. altissima ""sugar beet""",Amaranthaceae,Forb,A,Herbaceous,Dicot,,,C3,2.45
2818,Kutschera et al. 2009:62,Beta vulgaris,"ssp. vulgaris var. altissima ""sugar beet""",Amaranthaceae,Forb,A,Herbaceous,Dicot,,,C3,1.86
2819,Kutschera et al. 2009:63,Beta vulgaris,"ssp. vulgaris var. altissima ""sugar beet""",Amaranthaceae,Forb,A,Herbaceous,Dicot,,,C3,1.33
2820,Kutschera et al. 2009:64,Beta vulgaris,"ssp. vulgaris var. altissima ""sugar beet""",Amaranthaceae,Forb,A,Herbaceous,Dicot,,,C3,1.13
2821,Kutschera et al. 2009:65,Beta vulgaris,"ssp. vulgaris var. altissima ""sugar beet""",Amaranthaceae,Forb,A,Herbaceous,Dicot,,,C3,1.44
2822,Kutschera et al. 2009:66,Spinacia oleracea,"""spinach""",Amaranthaceae,Forb,A,Herbaceous,Dicot,,,C3,0.63
2823,Kutschera et al. 2009:67,Rheum rhabarbarum,"""garden rhubarb""",Polygonaceae,Forb,P,Herbaceous,Dicot,,,C3,2.23
2824,Kutschera et al. 2009:68,Fagopyrum esculentum,"""buckwheat""",Polygonaceae,Forb,A,Herbaceous,Dicot,,,C3,0.58
2825,Kutschera et al. 2009:69,Linum usitatissimum,"""common flax""",Linaceae,Forb,A,Herbaceous,Dicot,,,C3,0.61
2826,Kutschera et al. 2009:70,Linum usitatissimum,"""common flax""",Linaceae,Forb,A,Herbaceous,Dicot,,,C3,0.62
2827,Kutschera et al. 2009:71,Lupinus albus,white lupine,Fabaceae,Forb,A,Herbaceous,Dicot,,,C3,1.53
2828,Kutschera et al. 2009:72,Lupinus angustifolius,narrowleaf lupine,Fabaceae,Forb,A,Herbaceous,Dicot,,,C3,1.66
2829,Kutschera et al. 2009:73,Medicago sativa,alfalfa,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,2.32
2830,Kutschera et al. 2009:74 left,Medicago sativa,alfalfa,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,1.69
2831,Kutschera et al. 2009:74 right,Medicago sativa,alfalfa,Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,1.69
2832,Kutschera et al. 2009:75,Trifolium incarnatum,"""crimson clover""",Fabaceae,Forb,A,Herbaceous,Dicot,,,C3,0.69
2833,Kutschera et al. 2009:76,Trifolium incarnatum,"""crimson clover""",Fabaceae,Forb,A,Herbaceous,Dicot,,,C3,0.98
2834,Kutschera et al. 2009:77,Trifolium subterraneum,"""subterranean clover""",Fabaceae,Forb,A,Herbaceous,Dicot,,,C3,0.6
2835,Kutschera et al. 2009:78,Trifolium subterraneum,"""subterranean clover""",Fabaceae,Forb,A,Herbaceous,Dicot,,,C3,0.82
2836,Kutschera et al. 2009:79,Onobrychis viciifolia Scop.,"""sainfoin""",Fabaceae,Forb,P,Herbaceous,Dicot,,,C3,1.65
2837,Kutschera et al. 2009:80,Lens culinaris,"""lentil""",Fabaceae,Forb,A,Herbaceous,Dicot,,,C3,0.63
2838,Kutschera et al. 2009:81,Vicia faba,"""fava bean""",Fabaceae,Forb,A,Herbaceous,Dicot,,,C3,0.54
2839,Kutschera et al. 2009:82,Pisum sativum,"""garden pea""",Fabaceae,Forb,A,Herbaceous,Dicot,,,C3,0.69
2840,Kutschera et al. 2009:83,Pisum sativum,"""garden pea""",Fabaceae,Forb,A,Herbaceous,Dicot,,,C3,0.72
2841,Kutschera et al. 2009:84,Glycine max,"""soybean""",Fabaceae,Forb,A,Herbaceous,Dicot,,,C3,0.63
2842,Kutschera et al. 2009:85,Glycine max,"""soybean""",Fabaceae,Forb,A,Herbaceous,Dicot,,,C3,1.07
2843,Kutschera et al. 2009:86,Phaseolus vulgaris,"""kidney bean""",Fabaceae,Forb,A,Herbaceous,Dicot,,,C3,0.34
2844,Kutschera et al. 2009:87,Phaseolus vulgaris,"""kidney bean""",Fabaceae,Forb,A,Herbaceous,Dicot,,,C3,1.06
2845,Kutschera et al. 2009:88,Phaseolus vulgaris,"""kidney bean""",Fabaceae,Forb,A,Herbaceous,Dicot,,,C3,1.03
2846,Kutschera et al. 2009:89,Cannabis sativa,"""marijuana""",Cannabaceae,Forb,A,Herbaceous,Dicot,,,C3,0.14
2847,Kutschera et al. 2009:90,Cannabis sativa,"""marijuana""",Cannabaceae,Forb,A,Herbaceous,Dicot,,,C3,1.12
2848,Kutschera et al. 2009:91,Cannabis sativa,"""marijuana""",Cannabaceae,Forb,A,Herbaceous,Dicot,,,C3,1.14
2849,Kutschera et al. 2009:92,Cannabis sativa,"""marijuana""",Cannabaceae,Forb,A,Herbaceous,Dicot,,,C3,1.41
2850,Kutschera et al. 2009:93,Cucumis melo,"""cantaloupe""",Cucurbitaceae,Forb,A,Herbaceous,Dicot,,,C3,0.4
2851,Kutschera et al. 2009:94,Cucumis sativus,"""garden cucumber""",Cucurbitaceae,Forb,A,Herbaceous,Dicot,,,C3,0.4
2852,Kutschera et al. 2009:95,Cucurbita pepo,"""pumpkin"" convar. citrullina var. styriaca",Cucurbitaceae,Forb,A,Herbaceous,Dicot,,,C3,0.34
2853,Kutschera et al. 2009:96,Cucurbita pepo,"""pumpkin"" convar. citrullina var. styriaca",Cucurbitaceae,Forb,A,Herbaceous,Dicot,,,C3,0.49
2854,Kutschera et al. 2009:97,Cucurbita pepo,"""pumpkin"" convar. citrullina var. styriaca",Cucurbitaceae,Forb,A,Herbaceous,Dicot,,,C3,0.29
2855,Kutschera et al. 2009:98,Cucurbita pepo,"""Zucchini"" convar. giromontiina",Cucurbitaceae,Forb,A,Herbaceous,Dicot,,,C3,0.58
2856,Kutschera et al. 2009:99 left,Armoracia rusticana,"""horseradish""",Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,2.94
2857,Kutschera et al. 2009:99 right,Armoracia rusticana,"""horseradish""",Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,2.94
2858,Kutschera et al. 2009:100,Camelina sativa,,Brassicaceae,Forb,A,Herbaceous,Dicot,,,C3,0.8
2859,Kutschera et al. 2009:101,Camelina sativa,,Brassicaceae,Forb,A,Herbaceous,Dicot,,,C3,0.84
2860,Kutschera et al. 2009:102,Brassica oleracea,"""brussels sprouts"" var. gemnifera",Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,1.47
2861,Kutschera et al. 2009:103,Brassica oleracea,"""collard greens/kale"" convar acephaka var. sabellica",Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,1.27
2862,Kutschera et al. 2009:104,Brassica oleracea,"""collard greens/kale"" convar acephaka var. palmiflora",Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,1.16
2863,Kutschera et al. 2009:105,Brassica oleracea,"""collard greens/kale"" convar acephaka var. palmiflora",Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,1.16
2864,Kutschera et al. 2009:106,Brassica oleracea,"""kohlrabi"" convar. caulorapa var. gongylodes",Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,0.74
2865,Kutschera et al. 2009:107,Brassica oleracea,"""cabbage"" convar. capitata var. sabauda",Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,1.25
2866,Kutschera et al. 2009:108,Brassica oleracea,"""cabbage"" convar. capitata var. sabauda",Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,0.98
2867,Kutschera et al. 2009:109,Brassica oleracea,"""cabbage"" convar. capitata var. capitata f. alba",Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,0.76
2868,Kutschera et al. 2009:110,Brassica oleracea,"""cabbage"" convar. capitata var. capitata f. alba",Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,0.74
2869,Kutschera et al. 2009:111,Brassica oleracea,"""cabbage"" convar. capitata var. capitata f. alba",Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,1.27
2870,Kutschera et al. 2009:112,Brassica oleracea,"""cabbage"" convar. capitata var. capitata f. rubra",Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,1.68
2871,Kutschera et al. 2009:113,Brassica oleracea,"""Broccoflower/califlower"" lconvar. botrytis var. italica",Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,1.12
2872,Kutschera et al. 2009:114,Brassica oleracea,"""Broccoflower/califlower"" convar. botrytis var. botrytis",Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,1.09
2873,Kutschera et al. 2009:115,Brassica oleracea,"""Broccoflower/califlower"" convar. botrytis var. botrytis",Brassicaceae,Forb,P,Herbaceous,Dicot,,,C3,1.12
2874,Kutschera et al. 2009:116,Brassica rapa,"""field mustard"" ssp. perkinensis",Brassicaceae,Forb,A,Herbaceous,Dicot,,,C3,1.08
2875,Kutschera et al. 2009:117,Brassica napus,"""rape"" var. napus",Brassicaceae,Forb,A,Herbaceous,Dicot,,,C3,0.96
2876,Kutschera et al. 2009:118,Brassica napus,"""rape"" var. napus",Brassicaceae,Forb,A,Herbaceous,Dicot,,,C3,1.25
2877,Kutschera et al. 2009:119,Brassica napus,"""rape"" var. napus",Brassicaceae,Forb,A,Herbaceous,Dicot,,,C3,1.2
2878,Kutschera et al. 2009:120,Sinapis alba,"""white mustard""",Brassicaceae,Forb,A,Herbaceous,Dicot,,,C3,0.95
2879,Kutschera et al. 2009:121 left,Raphanus sativus,"""oil seed radish"" var. oleiformis",Brassicaceae,Forb,A,Herbaceous,Dicot,,,C3,1.53
2880,Kutschera et al. 2009:121 right,Raphanus sativus,"""oil seed radish"" var. oleiformis",Brassicaceae,Forb,A,Herbaceous,Dicot,,,C3,1.51
2881,Kutschera et al. 2009:122,Raphanus sativus,"""cultivated radish"" var. longipinnatus",Brassicaceae,Forb,A,Herbaceous,Dicot,,,C3,1.66
2882,Kutschera et al. 2009:123,Satureja hortensis,"""summer savory""",Lamiaceae,Forb,P,Herbaceous,Dicot,,,C3,1.08
2883,Kutschera et al. 2009:124,Ocimum basilicum,"""sweet basil""",Lamiaceae,Forb,A,Herbaceous,Dicot,,,C3,0.57
2884,Kutschera et al. 2009:125,Solanum lycopersicon,"""tomato"" Lycopersicon esculentum",Solanaceae,Forb,A,Herbaceous,Dicot,,,C3,0.76
